img_id,File_name,univ_id
1,Mekelle.png,1
2,aau.png,2
3,Jimma.png,3
4,aastu.jpg,4
5,haramaya.jpg,5
6,adama.jpg,6
7,gondar.png,7
8,arbaminch.png,8
9,ambo.jpg,9
10,jigjiga.jpg,10
11,hawassa.png,11
12,Adigrat.png,12
13,wolaita.jpg,13
14,medawelabo.jpg,14
